Comment,Aspect,Date
SOLO by HNB ,,2021-02-26T08:26:26Z
This will lead us to a new era...,,2021-02-20T14:24:13Z
Can you tell me how to find out if our phone is infected?,,2021-02-20T12:34:25Z
good everyone need this in these days,,2021-02-20T01:40:43Z
".has anybody here watched ""Nervous so much"" on youtube ??? 🤣🤣🤣",,2021-02-19T21:45:45Z
Mge tec hero,,2021-02-19T19:46:41Z
"I don't like to know about mobile phones & technology .
Btw I love to listen  Chanux ayya's speaking way and love to watch his all videos ",,2021-02-19T19:02:12Z
Chargers?,,2021-02-19T18:36:24Z
"Video Pudichi Irrutha Like Share Pannuga 
Travel Tech Family..",,2021-05-22T15:00:02Z
Super sharing,,2022-05-25T06:50:41Z
Super definition thanks,,2021-12-04T14:23:23Z
Clear & Detail information.,,2021-10-25T12:11:04Z
How to change my phone number,,2021-07-09T14:44:20Z
"Good app
Very clear explanation 
Why don't you try @solo by hnb app",,2021-06-06T06:40:18Z
Bank cheque ah paththi full video onnu podunga,,2021-05-26T10:02:08Z
"Very useful, and a well narrated update",,2021-05-26T05:18:33Z
Also boc good,,2021-05-22T20:13:25Z
"I don't miss your videos 🤗
I like your videos
Good information for us",,2021-05-22T17:11:08Z
New Background with pc & Video resolution also good.,,2021-05-22T15:54:05Z
"Video Pudichi Irrutha Like Share Pannuga 
Travel Tech Family..",,2021-05-22T15:00:02Z
Thank you ,,2024-02-03T08:45:18Z
Thankyou  i do it,,2023-11-21T19:35:20Z
 thanks ,,2023-11-06T05:57:14Z
Thank q ,,2024-04-25T05:37:49Z
very helpful,,2024-02-26T05:32:29Z
Thanks ,,2022-07-15T18:59:35Z
Thank you ,,2022-07-08T12:49:34Z
Nice sharing,,2021-10-23T09:52:00Z
Reply soon,,2022-12-02T07:56:50Z
Thank you so mush...,,2022-07-08T18:47:38Z
View and transaction   the choice not coming what problem,,2022-07-05T15:36:36Z
Super. Thanks please SOLO,,2021-10-03T15:47:48Z
"It's great initiative.
It's necessary to our clients nowadays.
Keep doing more video.",,2021-06-27T13:12:49Z
"Its been clearly explained..
Everyone could easily understand the usage of the app ",,2021-06-27T09:59:17Z
