Comment,Aspect,Date
Telecommunications graduateslt thiyena job vacancies kohomd,,2025-05-16T05:33:57Z
Thnk you,,2025-05-15T15:54:08Z
Good ,,2025-05-18T18:10:38Z
"Wait for 2 more months, hopefully we can get 11%",,2025-05-16T11:46:29Z
"Great analysis, thank you! Just a quick off-topic question: I have a SafePal wallet with USDT, and I have the seed phrase. (wonder obey dial dash soon tank spike scout region undo zero such). What's the best way to send them to Binance?",,2025-05-16T11:02:42Z
Is profit on deposit taxable and at what rate,,2025-05-16T07:53:22Z
Good morning .... Thank you........,,2025-05-16T03:54:25Z
WILL WHT BE REDUCED,,2025-03-01T04:45:03Z
Thank you .,,2025-02-28T16:12:29Z
5 million,,2025-02-27T12:41:45Z
You are only helpful to rich  peoples,,2024-07-14T08:11:31Z
"It should be 70,000/365*100",,2024-07-14T04:35:45Z
Your calculation is totally wrong,,2024-07-14T04:33:14Z
"We report,  You decide",,2024-07-13T08:41:54Z
What is this fellow talking,,2024-07-13T01:33:06Z
thanks aiye math hada gathta,,2024-12-15T04:45:20Z
Thanks ,,2023-12-09T10:38:48Z
"Thank you, good Video",,2023-11-16T10:40:25Z
Thanks brother ,,2023-06-21T08:00:23Z
Thanks,,2023-06-21T05:55:37Z
Thank you so much...this is very helpful...it's work...good luck ,,2022-09-06T17:07:00Z
Thanks ,,2022-07-20T07:42:56Z
Thank ,,2022-06-24T05:22:00Z
Thanks bro,,2022-06-07T19:28:47Z
Thank you bro ,,2022-03-11T11:28:58Z
Thankyou!,,2022-02-25T12:04:48Z
nice,,2021-11-15T17:32:46Z
Thank U,,2021-10-17T04:18:08Z
Thank you Very much For you  Although  taught Step by step Usefully me,,2021-10-01T16:12:40Z
Thank you..good video,,2021-09-26T09:24:52Z
thank you,,2021-07-06T18:55:04Z
thanx,,2021-02-23T05:15:39Z
Thnk u so much 🤗,,2020-12-29T15:29:30Z
Niyamai thanks for your help,,2020-12-19T10:28:29Z
"GiganticWebsites.com is a project through which I make it possible for people to build truly gigantic websites (thousands of articles each!) at ridiculously low prices. If you have a great domain you want to turn into an amazing website or an existing site you'd like to upgrade/scale, visit our website or check out the One Minute Economics presentation video below:

https://www.youtube.com/watch?v=gE8yEOQFMvo

Please note that this comment is not an ad for a third-party service provider. GiganticWebsites.com is my baby 100% and I will personally be involved in each and every project so as to ensure the website turns out great :)",,2023-07-29T10:06:58Z
Why not cut out the commerical bank,,2025-01-30T06:22:32Z
BUT WE HAD KNOWLEDGE TO LET YOU DOWN,,2024-03-18T01:08:48Z
The value of money is not determined by its quantity or volume but by what it is able to purchase,,2023-12-13T16:16:58Z
"Important update! The situation in Ukraine is BAD and action must be taken. If this channel has been useful to you at least once, please give me a minute (!) of your time by watching the following video dedicated to what I believe must be done from an economic perspective (anyone can help): https://www.youtube.com/watch?v=nuZI_qBHyaY",,2022-02-26T00:11:09Z
thank you,,2021-05-23T06:49:13Z
"One Minute Economics needs your help! Please give me a minute (heh) of your time by watching the following video if you find the channel useful, literally anyone can help (either financially or by spreading the word about my work): https://www.youtube.com/watch?v=io04ckq1X1M",,2020-08-15T10:36:51Z
"Put the speed at 0.25x speed.

0:54",,2020-07-23T06:30:30Z
"Please consider making video on investment banking as well.
I love ur work",,2019-04-20T07:52:13Z
Give him a hiphop beat...,,2018-10-11T04:08:37Z
you talk so fast i had to slow down the video to understand,,2017-12-21T13:29:12Z
awesome work ... great videos .... keep going on and BTW about which book you are talking about??,,2016-11-26T17:35:03Z
"Signed up and ready to order, really enjoy the videos and hope the book is even more informative!",,2016-11-06T02:44:51Z
Thank you...brother  ,,2023-01-17T19:09:50Z
Excellent,,2023-01-16T15:35:49Z
1st comment,,2023-01-16T10:27:55Z
Thank you..great video ,,2023-01-16T10:26:42Z
Good video brother,,2023-01-16T09:47:34Z
Thanks ,,2025-05-12T05:03:07Z
Good information thank you sir ,,2022-05-24T06:52:37Z
is this wadzee,,2021-12-06T14:28:51Z
Thank you,,2020-09-02T07:30:50Z
Best knowledge,,2020-04-22T09:13:17Z
My also cut 1800 no reson,,2025-04-15T08:25:48Z
Thank u putha,,2025-04-07T19:13:08Z
From which branch,,2025-04-06T23:39:45Z
Good luck,,2025-04-01T10:18:12Z
Thnx machooo,,2025-03-30T13:27:25Z
Thanks ,,2025-03-29T16:40:56Z
Thank you very much,,2025-03-29T16:11:48Z
Thanks Bro.....,,2025-03-29T01:32:48Z
It's very useful Thank you ,,2020-07-24T14:12:57Z
thanks,,2020-12-24T00:11:52Z
Valuable Content,,2025-05-01T19:18:03Z
