Comment,Aspect,Date,model_score,lexicon_score,final_score
Lanka orix finance payment karanna puluwan da,Transactions and Payments,2025-04-27T12:21:01Z,0.11207184940576553,1.0,0.37845029458403584
අයියේ මගේ පරන පාස්වඩ් එක මතක නැ මට ඒ නිසා ලොග් වෙන්න බෑ ඇප් එකට help එකක් දෙන්න,Digital Banking Experience,2024-10-08T18:00:34Z,0.8432252407073975,0.0,0.5902576684951781
බැංකුවෙන් වෙනම ඕකට රෙජිස්ටර් වෙන්න ඕනෙද . Online විතරක් රෙජිස්ටර් උනාම මදිද,Digital Banking Experience,2023-10-03T11:04:36Z,0.7890324592590332,0.0,0.5523227214813232
Sms alert service eka gnne kohomada,Customer Support,2023-02-05T14:38:55Z,0.9294905066490173,0.0,0.6506433546543121
මේ ජරා බැංකු වේ!!!!,Others,2024-07-20T04:55:12Z,0.7155956625938416,0.0,0.5009169638156891
දින 200 කට ආයෝජනය කලා අපි උඩ බලාගෙන ඉන්නද යාලු ..වැඩක් නැති ආයෝජනයක් නේ දින 500 කට දැම්මත් රජ⁣යෙන් බදු ගහනවා නේ ,Transactions and Payments,2024-07-18T12:45:38Z,0.5351744294166565,0.0,0.3746221005916595
Com bank එක වැඩක් නැහැ,Digital Banking Experience,2024-07-14T08:04:06Z,0.8126080632209778,0.0,0.5688256442546844
අපෝ මොන වැඩියක්ද.lolc පොලිය වැඩිනෙ මීට වඩා,Transactions and Payments,2024-07-14T04:43:54Z,0.7890164256095886,0.0,0.552311497926712
"රජයේ බැංකු ඔයිටවඩා හොද පොලියක් ගෙවනවා ,  පෞද්ගලික බැංකු ගැන අපිට විස්වාසය නැහැ,",Loans and Credit Services,2024-07-13T18:08:00Z,0.535742461681366,0.0,0.37501972317695614
අපෝ මේකේ  වැඩ කරන ගැනු නම්. බැන්කුවේ නම පාවිච්චි කරලා ස්කොලේ ගුරුවරු අල්ලගෙන වාසි ගන්නවා. අම්මලාගේ බැඔකු ගිනුම් බලලා හිනා වෙනවා,Trust and Security,2024-07-13T17:40:47Z,0.7660747170448303,0.0,0.5362523019313812
මට.දැන.ගන්න.පුලුවන්ද...නොමල්.ගිනුමකට කියක් වැටෙනවද...එකට.පොලියක්.වැටෙනවද.මට.ස්ථිර.ගිනුමි.නැ.නොමල්.තියෙන්නේ.එක.දන්නකො.මහත්තයා .ලක්ෂයක්.තිබුණොත්.අවුරුද්දකට කියක්.හරි.වැටෙනවද,Transactions and Payments,2024-07-13T15:02:15Z,0.7500348091125488,0.0,0.5250243663787841
ලක්ෂ40 දින 200කීයද,Transactions and Payments,2024-07-13T07:23:47Z,0.7137110233306885,0.0,0.4995977163314819
සම්පත් බැංකුවේ මීට වඩා දෙනවා,Others,2024-07-13T04:27:31Z,0.6365025043487549,0.0,0.44555175304412836
මීට වඩා පොලියක් සම්පත් බැංකුවේදෙනවා,Loans and Credit Services,2024-07-13T02:39:35Z,0.4210013747215271,0.0,0.2947009623050689
9laks walata days 200 interest?,Transactions and Payments,2024-07-12T23:44:31Z,0.7025614976882935,0.0,0.4917930483818054
අනිත් බැංකු වල මීට වඩා ගන්න පුළුවන්,Loans and Credit Services,2024-07-12T14:05:14Z,0.42182615399360657,0.0,0.29527830779552455
"පොලියට ත් බද්දක් කපනවා..
ලක්ෂ 10/ක් නෙවෙයි කීයක් දැම්මා ත් වැඩ ක් නෑ.හැම බැංකුවේ ම පොලිය අඩු යි",Transactions and Payments,2024-07-11T13:28:43Z,0.6422589421272278,0.0,0.4495812594890594
BOC එක ඔය මගුලට වඩා ගෙවනව.views ගන්ඩ බොරු මතෘකා දාල මිනිස්සු නොමග අරින්න එපා.,Trust and Security,2024-07-10T16:11:46Z,0.822742760181427,0.0,0.5759199321269989
මොකක්ද  මේ සොච්චම්  පොලිය.,Transactions and Payments,2024-07-10T15:43:59Z,0.7509900331497192,0.0,0.5256930232048034
අමරු අවස්ථාව ක     කිසිම සයොගයක් ලබා නොදන    බංකුවක් .,Trust and Security,2024-07-10T10:00:42Z,0.402346670627594,0.0,0.28164266943931576
ඔය පොලිය දීලා බැරිද ඕකුන්ට පුකේ අරින්න කටට දෙන්න උන්ගේ ගෑනුන්ට උන්ව වදපු උන්ගේ අම්මලට පුකේ අරින්න ඔය දෙන පොලිය උන්ටම ආපහු යනවානේ මොකෝ කියන්නේ හාද,Trust and Security,2024-07-10T08:33:31Z,0.6023794412612915,0.0,0.42166560888290405
මොකක්ද යකෝ මේ හිගන පොලිය ඔයිට වඩා හොදයි ගමේ අයට 3% පොලියට දෙනවා මාසේට 30.000 ක්‌ ගන්න පුළුවන් නේ. මුන් පොහොසත් කරනවා මිසක් අපි දුක් විදලා හොයන සල්ලි කොහෙවත් ඉන්න එවුන්ට දීලා අපි තවත් දුක විදිනවා නොදකින් මුන්ගේ පොලිය රෝල් කරලා ගහපියව් ඕකුන් වදපු ඒකිගේ හුත්තේ,Others,2024-07-10T08:31:47Z,0.05122040584683418,0.0,0.035854284092783927
පොලිය ගණනය වෙන්නේ කොහොමද,Transactions and Payments,2024-07-10T06:12:18Z,0.8103522062301636,0.0,0.5672465443611144
ලක්ෂ 24 ක් දැම්මොත් දින 200 ට....කල්පිරෙද්දි කියක් හම්බෙනවද..9%පොලිියට,Transactions and Payments,2024-07-10T05:57:55Z,0.7709404826164246,0.0,0.5396583378314972
කමර්ෂල් බැංකුව සලකන්නේ සල්ලි කාරයින්ට විතරයි. පහුගිය කාලයේ දිගටම කාඩ් ප්‍රමොෂන් කරපු විදිහෙන් රටම දැනගත්තා සල්ලි කාරයින්ගේ කාඩ් වලට 25% ඩිස්කවුන්ට් එක කිරිපිටි පැකට් එතේ ඉදලම අඩු වුනා.පොඩි මිනිහට ඒ වගේ පහසුකමක් දෙන්න ඒ අය හිතුවේ නැැ.,Trust and Security,2024-07-10T05:48:00Z,0.8387254476547241,0.0,0.5871078133583069
සම්පත් බැංකුවේ ලක්ෂ 1000000 ට පොලීය කීයද?.,Transactions and Payments,2025-03-08T14:10:52Z,0.6327943205833435,0.0,0.4429560244083404
"ලක්ෂ 5,mahset,පොලිය කියන්න f.d",Transactions and Payments,2025-03-04T00:04:39Z,0.7061845660209656,0.0,0.49432919621467586
බැංකු දෙකේම මේ ගනන් වලට මාසෙකට කියක් ලැබෙයිද,Transactions and Payments,2025-03-01T16:48:27Z,0.5293057560920715,0.0,0.37051402926445004
500000%6.50=32.500÷12=2708 man hithanne mehemada hari..,Transactions and Payments,2025-03-01T15:22:34Z,0.7456042170524597,0.0,0.5219229519367218
100000/= මාසිකව  පොලිය කීයක් වෙයිද,Transactions and Payments,2025-03-01T14:55:21Z,0.7460150122642517,0.0,0.5222105085849762
ලක්ෂ යක්  දැම්මෙත් මාසිකව  පොලිය කියද,Transactions and Payments,2025-03-01T12:56:44Z,0.7558727860450745,0.0,0.5291109502315521
ලක්ෂයක් දැම්මොත් මාසෙට කීයද,Transactions and Payments,2025-03-01T09:57:07Z,0.7375743389129639,0.0,0.5163020372390746
ලක්ෂ 50 ට මාසෙට පොලිය කියද,Transactions and Payments,2025-03-01T05:26:04Z,0.7430641651153564,0.0,0.5201449155807495
