Comment,Aspect,Date,model_score,lexicon_score,final_score
සර් මම මේකට ඇප්ලයි කරා... හැබැයි මම විභාග ගාස්තු එහෙම ගෙවන්ට ඕනිද කියල දැනුවත් නෑ.... එහෙම ගෙවන්ට ඕනි නම් ඒ ගැන විස්තර කියන්ට පුළුවන්ද,Digital Banking Experience,2025-05-24T14:08:26Z,0.7608106136322021,0.0,0.5325674295425414
සර් මට 24යි මාස 10 ක් වෙනව...අපිට බැහැද ඇප්ලය් කරන්න,Digital Banking Experience,2025-05-19T05:50:15Z,0.8544145822525024,0.0,0.5980902075767517
"Sir මහජන බැංකුව /ලංකා බැංකුව /Rdb බැංකුව /nsb බැංකුව me bank වල tranine assistant කෙනෙකුට ස්තීර වුනාම 
ලැබෙන වැටුප එක සාමානද නැත්නම් වෙනස් වෙනවද",Others,2025-05-17T10:20:27Z,0.2637123763561249,0.0,0.1845986634492874
Sir account ekata log wela register unata passe email ekk awa a email eka touch karata passe invalid activation code kiyla watenwa ne ita passe mkkd krnn one kiyl threnne na kiyl denn puluwnda ? ,Digital Banking Experience,2025-05-16T13:30:25Z,0.8328325748443604,0.0,0.5829828023910522
Sir යොමු අංකය kohomda Hoya ganne,Customer Support,2025-05-16T13:29:37Z,0.85688316822052,0.0,0.599818217754364
Privat bank ekkata me mase giyoth .mata mekata yanna eken onama witaka iwath wenna puluwan weyda sir.sales paththe job ekakin.,Trust and Security,2025-05-13T17:11:11Z,0.7563974857330322,0.0,0.5294782400131225
"Mage O/l 
A-3 B-2 C-3 S-1 , A/l  S-2 commerce kare ekak fail ,mata apply karanna puluwanda",Others,2025-05-12T17:47:50Z,0.293770432472229,0.0,0.2056393027305603
මම ousl computer engineering digree එකක් කරන්න හිතන් ඉන්නෙ.. මම මේකට apply කරන්නද එපාද.. මාව select උනොත් මට job එකත් එක්ක digree එක කරන්න අමාරුයි වගේ හිතුනොත් මට අයින් වෙන්න බෑ නේද..,Others,2025-05-12T17:02:36Z,0.21861481666564941,0.0,0.15303037166595457
Lanka banku walata wasikili na neda kama kanna tea bonna thanak na neda atm card matchine thiyena than wala siqrity na neda siqrity eke eka ekka katha karanawa neda banku wala manager sammana gatththe monawatada,Trust and Security,2025-05-12T12:41:49Z,0.6377370953559875,0.0,0.44641596674919126
"Sir mt june 3 idn ynn job ekk hmbuna staff assistant grade III
salary  32 000 

people s Leasing & finance company eke
Mn finance company  cashier experience tinw 8 months

Dn ara job ekata staff assistant grade III People leasing ekt  enn kiwa wd krnn




Sir mekt apply krn ek hodaid ara job ekt yn gmn meken select unoth boc ekt kiynn baid 6 month wli enn puluwn kiyla danum dethakid

Ntnm ara job ek confrim nisa em nogihin inn bhne ek hoda nhne mgin e jobek dl ynnt hoda nhne aduma masa 6k idla hri 


Boc ekt ynn bri weid",Trust and Security,2025-05-12T03:42:34Z,0.663884162902832,0.0,0.4647189140319824
University studentslata මේකට apply කරන එක අව්ලක් නැද්ද sir,Others,2025-05-11T17:42:33Z,0.49797841906547546,0.0,0.3485848933458328
සර් මේකට apply කරාට පස්සේ තරග විබහගෙට සූදානම් වෙන්න කාලය කොච්චර හම්බ වෙනවද,Others,2025-05-11T07:48:51Z,0.3008323907852173,0.0,0.2105826735496521
Mt 24i masa 6k wenwa wayasa apply krnn puluwnda,Others,2025-05-11T06:25:39Z,0.10143176466226578,0.0,0.07100223526358604
Apply krnn bane,Transactions and Payments,2025-05-11T02:40:36Z,0.4301761984825134,0.0,0.3011233389377594
ඇප්ලයි කරන්න පුලුවන් ලු. ඒත් ඉන්ටව් එකේදි අයින් කරනවා. දෙවනි පාර කරනවනම් ඒත් o/l විශයන් ඔක්කොම කරල සම්මාන ඕන,Digital Banking Experience,2025-05-11T01:06:20Z,0.8465256094932556,0.0,0.5925679266452789
"Mata qualifications okkoma thiyenwa 
Al maths kle.
Bank wlata online apply kra
Eeth kisima reply ekk nh",Digital Banking Experience,2025-05-11T00:49:35Z,0.52018803358078,0.0,0.364131623506546
සර් මේ හරහා BOC head office එකට යන්න බැරිද,Digital Banking Experience,2025-05-10T17:42:46Z,0.5485242605209351,0.0,0.38396698236465454
ලංකා බැංකුවේ සහ මහ බැංකුවේ වැටුප ගොඩක් ලගින් යනවද මහ බැංකුව ට වඩා පොඩි ප්‍රමාණයක් නේද අඩු,Loans and Credit Services,2025-05-10T16:53:33Z,0.3775494396686554,1.0,0.5642846077680588
මට ගනන් A ඉන්ග්ලිශ් W සින්හල B  බැරි වෙයිද,Transactions and Payments,2025-05-10T15:51:07Z,0.542317807674408,0.0,0.37962246537208555
Sir banking interwiew vladi mona vge dewald ahnne kiyl vedio ekk krnn puluvnd,Digital Banking Experience,2025-05-10T15:22:38Z,0.6217350363731384,0.0,0.4352145254611969
සර් whatsapp chanel එකක  link එකක් නැද්ද telegram නැතුව,Customer Support,2025-05-10T15:08:39Z,0.4873162806034088,1.0,0.6411213964223861
සර් අයදුම් කරන විදිහ open උනාම අයදුම් කරන විදිහත් video එකක් ගේන්න.,Digital Banking Experience,2025-05-10T15:07:51Z,0.688849925994873,0.0,0.4821949481964111
"mokdd me staff assistant කියන්නෙ.. පියන්ද , ලිපිකරුද",Customer Support,2025-05-10T15:07:36Z,0.5136856436729431,0.0,0.3595799505710602
