Comment,Aspect,Date,model_score,lexicon_score,final_score
ෆයිනෑන්ස් කම්පැනිවල සල්ලි දාන එක අවදානම් නැද්ද?,Digital Banking Experience,2022-09-19T20:45:58Z,0.6993892192840576,0.0,0.4895724534988403
මේවා හරහා භාණ්ඩාගාර බිල්පත්  මිලදී ගැනීමේදී  අවදානම  කොහොමද  ?,Loans and Credit Services,2022-08-06T03:20:04Z,0.4443625509738922,0.0,0.31105378568172454
බාන්ඩාගාර  බිල්පතක්  BoC හරහා ගන්න පුලුවන්ද? ඒ කොහොමද  පොලිය  කීයටද,Transactions and Payments,2022-07-27T12:06:30Z,0.7222381830215454,0.0,0.5055667281150817
SDB bank එක ගැන පූර්ණ පැහැදිලි කිරීමක් කරන්න ප්ලීස් ?,Digital Banking Experience,2022-04-29T19:33:06Z,0.6316632628440857,0.0,0.44216428399085994
Fix diposit ekakata peoples bank hodaida...???,Digital Banking Experience,2022-04-18T11:34:50Z,0.7114561200141907,0.0,0.49801928400993345
BOC එක AAA තිබිලත් ඇයි outlook එක negative ?,Digital Banking Experience,2022-04-17T13:28:57Z,0.5885942578315735,0.0,0.4120159804821014
ඔබේ මූල්‍ය සමාගමක රැකියාවක් ගන්නමුදල් කොපමණ ප්‍රමාණයක් තැන්පත් කළ යුතුද,Transactions and Payments,2022-02-19T17:13:20Z,0.43978825211524963,1.0,0.6078517764806748
ස්තූතියි පැහැදිලි කිරීමට.මමත් පීපල්ස් බෑන්ක් එකේ ස්තාවර තැන්පතුවක් දාන්න ඉන්නෙ.,Trust and Security,2021-09-14T16:15:32Z,0.6643555164337158,0.0,0.46504886150360103
NSB bank ake call nambar eka dannako mama kuwait ,Customer Support,2021-09-11T22:34:00Z,0.9060471653938293,1.0,0.9342330157756804
SMIB bank A kiyakda thiyenne... ජේෂ්ඨ පුරවැසි තැන්පතු තොරතුරු හා ශ්‍රේණිගත ක්‍රම ගැන ඊළඟ වීඩියෝ එක දාන්නකෝ .....plz,Trust and Security,2021-09-11T18:26:22Z,0.6609393358230591,0.0,0.4626575350761413
මාස 6කට fd දාන එක අවුරුද්දකට දානවට වඩා ලාභදායීද?,Transactions and Payments,2021-09-11T03:15:03Z,0.7610025405883789,0.0,0.5327017784118652
"Hsbc saving accounts gana debit,credit  cards gana gennako aiye",Digital Banking Experience,2021-09-06T16:17:38Z,0.8183690309524536,0.0,0.5728583216667175
"HNB, Sampath Bank, Seylan Bank ණය ශ්‍රේණිගත කිරීම් නැද්ද?",Loans and Credit Services,2021-09-06T08:47:30Z,0.4948872923851013,1.0,0.6464211046695709
