video_id,title,description,url,likes,views,comment_count,published_at,hashtags,keyword_hits
RDbhgq0WBjk,🏦 Commercial Bank Banking Trainee Job – 2025,"BOC trainee staff assistant video : https://youtu.be/RDbhgq0WBjk

link to apply : https://www.combank.lk/careers

Looking to start a career in banking? 🚀
Commercial Bank of Ceylon PLC is now accepting applications for Banking Trainee jobs for 2025. This is a golden opportunity for students who have completed GCE O/L, A/L, or professional qualifications like AAT, CIMA, ACCA, IABF to enter the banking sector in Sri Lanka.

🎓 Eligibility Criteria:
✔️ Age: 18–24 years
✔️ GCE O/L with minimum 4Cs (including Maths) and A/B in English
✔️ GCE A/L with 3 simple passes
✔️ Recognized professional qualifications also accepted


#CommercialBank #BankingTrainee #KKAcademySL #SriLankaJobs #BankJobs2025 #TraineeVacancies #NoExperienceJobs #SriLankaBankJobs #HowToApply #careerinbanking",https://www.youtube.com/watch?v=RDbhgq0WBjk,326,14652,63,2025-05-15T13:01:50Z,"#CommercialBank, #BankingTrainee, #KKAcademySL, #SriLankaJobs, #BankJobs2025, #TraineeVacancies, #NoExperienceJobs, #SriLankaBankJobs, #HowToApply, #careerinbanking",1
n_ikQO9j-24,How to register for commercial banking?    #e_world_money,"This video explains how to register for commercial digital banking.
   You can get that facility by watching this video

I hope to spread the new technological knowledge to the society. Here it is hoped to pay special attention  to mobile and computer knowledge. The foremost concept here is to assist new knowledge seekers living in remote rural areas.
 this allows you to uncover the hidden features of the handheld device

If you have any problems with this video, you can contact us through our telegram  link.
https://t.me/joinchat/6mEEwuPozlYyOGNl

If you have any problems with this video, you can contact us through our WhatsApp link.
https://wa.me/message/OWBLXWCWG5DOA1

Also click on the link below to join our Facebook page.

https://web.facebook.com/eworldmoneylk/",https://www.youtube.com/watch?v=n_ikQO9j-24,215,10936,27,2023-02-02T19:29:34Z,,1
WjxbvOB2CUE,ස්තාවර තැන්පතු කැලේ | Commercial Bank Best Investment Plan vs Fixed Deposit Interest Rates Sri Lanka,"Sinhala Explora

📜 Commercial Bank Millionaire Investment Plan

💰 Commercial Bank Millionaire Investment Plan – Build Your Wealth in Sri Lanka 🇱🇰

Looking to achieve your financial goals with a structured savings plan? The Commercial Bank Millionaire Investment Plan offers a flexible and secure way to accumulate wealth over time. In this video, we delve into the features, benefits, and how you can start your journey toward financial success.

📌 Key Features:

- Flexible Investment Periods: Choose from 2 to 6 years, allowing you to plan according to your financial goals.

- Targeted Savings: Set your savings goal starting from Rs. 500,000, with options to save in multiples of Rs. 500,000.

- Attractive Interest Rates: Enjoy competitive interest rates, with recent revisions reflecting up to 15% per annum, enabling you to reach your savings milestones faster.

- Loan Facility: Access up to 75% of your accumulated balance as a loan for urgent financial needs during the investment period. [2]

- Nominee Option: Ensure your savings are secured for your loved ones by appointing a nominee to receive the total amount invested in the event of your demise before maturity.

 
📈 Monthly Deposit Examples:

To achieve a target of Rs. 1 million:

- 2 Years: Rs. 35,600 per month

- 4 Years: Rs. 18,100 per month

- 6 Years: Rs. 11,225 per month 

These structured plans make it easier to manage your savings and reach your financial objectives.

📞 How to Apply:

Visit your nearest Commercial Bank branch or apply online through the official website: 

Ensure you have the necessary documents, including identification and address verification, to facilitate a smooth application process.

🔔 Stay Informed:

Subscribe to our channel and turn on notifications to stay updated on the latest financial products and investment opportunities in Sri Lanka.


#CommercialBank #MillionaireInvestmentPlan #SavingsPlan #SriLankaBanking  #ComBankMillionairePlan

📜 Citations:

ලින්ක් එක 👇
 CBR: cbr.lk/markets-and-financial/combank-announces-revised-deposit-values-for-popular-millionaire-investment-plan/?utm_source=chatgpt.com

Comapare with Fixed Deposit Interest Rates In Sri Lanka And Which One Is Better For Invest Your Money 2025..

#fixeddepositinterestrates #fdratesinsrilanka2025 #commercialbankfdrates #moneymarketaccount 

Thanks all🌷",https://www.youtube.com/watch?v=WjxbvOB2CUE,705,49559,74,2025-05-16T03:40:00Z,"#CommercialBank, #MillionaireInvestmentPlan, #SavingsPlan, #SriLankaBanking, #ComBankMillionairePlan, #fixeddepositinterestrates, #fdratesinsrilanka2025, #commercialbankfdrates, #moneymarketaccount",1
jk4k5ik_qoI,🇱🇰අලුත් වුණු Sampath commercial bank වල Fixed deposit rates in sri lanka |money market rates 2025,"Sinhala explora 💥

This video made for inform new money markey account interest rates for you in sampath bank and commercial bank 2025..

After watching this video you can open a money market account or fixed deposit account 2025..

If you want to know latest fixed deposit fd rates in sri lanka subcribe us 🔔

#fdratesinsrilanka2025 #sampathbankfdrates #sampathbank #moneymarketaccount #commercialbankfdrates #commercialbank #fixeddepositinterestrates 

Thanks all 💥",https://www.youtube.com/watch?v=jk4k5ik_qoI,268,24063,58,2025-02-26T14:05:01Z,"#fdratesinsrilanka2025, #sampathbankfdrates, #sampathbank, #moneymarketaccount, #commercialbankfdrates, #commercialbank, #fixeddepositinterestrates",1
0BkC_36Xqbw,Commercial Bank Special Fixed Deposit Scheme 2024 #fixeddeposit #commercialbank,"Commercial Bank Special Fixed Deposit Scheme 2024 !

Welcome to our channel! In this video, we delve into the latest offering from Commercial Bank: the new fixed deposit scheme. Whether you're a seasoned investor or someone looking to start saving, this scheme promises competitive interest rates and flexible terms to suit your financial goals.

මේ වීඩියෝ එකේ සඳහන් තොරතුරු වීඩියෝ එක බලන දිනය හා සසඳන විට වෙනස් විය හැකු බව කරුණාවෙන් සලකන්න. නිවැරැදි සහ අලුත්වන පොලීඅනුපාත ගැන දැනගන්න මේ Youtube Channel එක Subscribe කරන්න 👉👉 https://www.youtube.com/channel/UCMEbP5SPtqjMzdLyK1dW7lw?sub_confirmation=1

📌 Connect with Us:

Subscribe: https://www.youtube.com/channel/UCMEbP5SPtqjMzdLyK1dW7lw?sub_confirmation=1
Facebook: https://www.facebook.com/profile.php?id=100088110194159

commercial bank fixed deposit interest rates 2024
commercial bank millionaire account
commercial bank saving account
commercial bank fd rate
commercial bank fixed deposit rates today
commercial bank fixed deposit interest rates
commercial bank fixed deposit online
commercial bank fixed deposit rates
commercial bank fd rate 2024
fixed deposit commercial bank
fd rates commercial bank

Thank You.
I'm Chanaka Niroshan (Co founder of OFFERMELK)

Contact me : +94716801605",https://www.youtube.com/watch?v=0BkC_36Xqbw,288,37208,87,2024-07-10T01:12:04Z,,1
n7cyWeWi_qQ,Commercial bank mobile banking | නිවසේ සිට commercial bank app එකෙන්  ගණුදෙනු කරමු,,https://www.youtube.com/watch?v=n7cyWeWi_qQ,2640,153303,221,2020-12-19T08:09:44Z,,1
0X3iTfNsxTg,Commercial Bank Money Market Account | අලුත් විදිහේ තැන්පතුවක් !,"Commercial Bank Money Market Account | අලුත් විදිහේ තැන්පතුවක් මෙන්

This video contains about Money Market Account of Commercial Bank.

👉👉 Subscribe OFFERMELK : https://www.youtube.com/channel/UCMEbP5SPtqjMzdLyK1dW7lw?sub_confirmation=1

Official FaceBook page : https://www.facebook.com/profile.php?id=100088110194159
............................................

Thank You.
I'm Chanaka Niroshan (Co founder of OFFERMELK)

Contact me : +94716801605

#OFFERMELK #momeymarketaccount #combank #commercialbank",https://www.youtube.com/watch?v=0X3iTfNsxTg,192,18961,43,2023-09-03T01:10:33Z,"#OFFERMELK, #momeymarketaccount, #combank, #commercialbank",1
FqWXqn98Dgw,Commercial Bank Corporate Profile,www.combank.lk,https://www.youtube.com/watch?v=FqWXqn98Dgw,63,4741,N/A,2016-08-01T04:32:17Z,,1
iw5gqdzBbEc,Credit Creation/ Money Creation by the Commercial Banks,"CBSE 
Academic Session 2025-26
Subject Macroeconomics 
Class XII 
Chapter 6
Topic - Banking 
Points explained in the video -
Assumptions of Money Creation 
CRR
Initial deposit 
Process of Money Creation 
Process of Credit Creation 
Money Multiplier 
Credit Multiplier 
Factors affecting Money Creation",https://www.youtube.com/watch?v=iw5gqdzBbEc,2,27,0,2025-05-23T03:30:06Z,,1
cqGkm6qtRWg,Central Banks and Commercial Banks Compared in One Minute,"You don't have to memorize the textbook definition of the term ""central bank"" or the textbook definition of the term ""commercial bank"" to understand what they are, the best approach (in my opinion) is comparing them to one another.

By understanding the similarities as well as differences between central banks and commercial banks, you'll learn a thing or two about how the financial system works. If you want to find out what a central bank is, what a commercial bank is and what the similarities as well as differences between central banks and commercial banks are, watch this video.

Please like, comment and subscribe if you've enjoyed it.

To support the channel, give me a minute (see what I did there?) of your time by visiting OneMinuteEconomics.com and reading my message.

Bitcoin donations can be sent to 1AFYgM8Cmiiu5HjcXaP5aS1fEBJ5n3VDck and PayPal donations to oneminuteeconomics@gmail.com, any and all support is greatly appreciated!

Oh and I've also started playing around with Patreon, my link is:

https://www.patreon.com/oneminuteeconomics

Interested in reading a good book?

My first book, Wealth Management 2.0 (through which I do my best to help people manage their wealth properly, whether we're talking about someone who has a huge amount of money at his disposal or someone who is still living paycheck to paycheck), can be bought using the links below:

Amazon - https://www.amazon.com/Wealth-Management-2-0-Financial-Professionals-ebook/dp/B01I1WA2BK

Barnes & Noble - http://www.barnesandnoble.com/w/wealth-management-20-andrei-polgar/1124435282?ean=2940153328942

iBooks (Apple) - https://itun.es/us/wYSveb.l

Kobo - https://store.kobobooks.com/en-us/ebook/wealth-management-2-0

My second book, the Wall Street Journal and USA Today bestseller The Age of Anomaly (through which I help people prepare for financial calamities and become more financially resilient in general), can be bought using the links below.

Amazon - https://www.amazon.com/Age-Anomaly-Spotting-Financial-Uncertainty-ebook/dp/B078SYL5YS

Barnes & Noble - https://www.barnesandnoble.com/w/the-age-of-anomaly-andrei-polgar/1127084693?ean=2940155383970

iBooks (Apple) - https://itunes.apple.com/us/book/age-anomaly-spotting-financial-storms-in-sea-uncertainty/id1331704265

Kobo - https://www.kobo.com/ww/en/ebook/the-age-of-anomaly-spotting-financial-storms-in-a-sea-of-uncertainty

Last but not least, if you'd like to follow me on social media, use one of the links below:

https://www.facebook.com/oneminuteeconomics

https://twitter.com/andreipolgar

https://ro.linkedin.com/in/andrei-polgar-9a11a561",https://www.youtube.com/watch?v=cqGkm6qtRWg,904,100019,41,2016-11-06T00:16:26Z,,1
