video_id,title,description,url,likes,views,comment_count,published_at,hashtags,keyword_hits
7-X8Sp7oqPc,Bank of Ceylon Trainee Staff Assistant Job Vacancies 2025 | How to Apply Step-by-Step (BOC Jobs),"How to apply BOC trainee staff assistant : https://youtu.be/41XqUV4eOQM

📢 Bank of Ceylon (BOC) has officially announced Trainee Staff Assistant job vacancies for 2025!
This is a great opportunity for school leavers, A/L qualified students, and freshers looking to start a career in banking.

Chat group link : https://t.me/+tWjxj_uNSR00MTBl
BOC career site link : https://www.boc.lk/careers

In this video, we explain:
✅ Eligibility criteria
✅ Educational qualifications required
✅ Age limit
✅ How to apply online
✅ Important application deadlines
✅ Tips to get selected

Whether you're from Colombo, Kandy, Galle, Jaffna, or any district, these island-wide vacancies are open to all qualified candidates.

🔔 Subscribe to KK Academy SL for daily job updates and government/private sector opportunities.
📩 Drop your questions in the comments – we’re here to help!

✅ Hashtags:
#BankOfCeylonJobs #BOCTraineeStaffAssistant #BOCJobs2025 #BOCRecruitment #SriLankaBankJobs #KKAcademySL #TraineeBankJobs #BOCApplicationGuide #GovtBankJobs2025 #BOCJobVacancy",https://www.youtube.com/watch?v=7-X8Sp7oqPc,528,26988,161,2025-05-10T12:49:02Z,"#BankOfCeylonJobs, #BOCTraineeStaffAssistant, #BOCJobs2025, #BOCRecruitment, #SriLankaBankJobs, #KKAcademySL, #TraineeBankJobs, #BOCApplicationGuide, #GovtBankJobs2025, #BOCJobVacancy",2
fIAz3rwdLb4,Bank of Ceylon (BOC) Job Vacancies 2025 | New Bank Job Vacancies 2025 | Trainee Staff Assistant,"Hello friends,
New Bank Job Vacancies 2025 | New Government Jobs in Sri Lanka 2025 | Rajaye rakiya | Rajaye job

👉අයදුම් කිරීම - https://www.rajayejobs.com/2025/05/trainee-staff-assistant-tsa-bank-of.html

👉Whats app Group (rajayejobs.com) - https://www.whatsapp.com/channel/0029Va4FNDmLSmba3CPPNL3o

👉Whats app Group (colombojobs.lk) - https://whatsapp.com/channel/0029VakVg7i0LKZ584tFyS0B

This Video includes,
How to apply for Bank of Ceylon (BOC) Job Vacancies 2025 
New Government Job Vacancies in Sri Lanka 2025
Trainee Staff Assistant (TSA) Job Vacancies 2025

My social media - 

රජයේ රැකියා (rajayejobs.com) :-

➤ Fb page - https://www.facebook.com/gazettejob
➤ Fb group - https://www.facebook.com/groups/gazettejob
➤ Messenger - https://m.me/j/AbbhQWcCGkiDo3xA/
➤ Telegram - https://t.me/rajayerakiya
➤ Whatsapp - ⁦https://www.whatsapp.com/channel/0029Va4FNDmLSmba3CPPNL3o

පුද්ගලික අංශයේ රැකියා (colombojobs.lk) :-

➤ Fb page - https://www.facebook.com/colombojob
➤ Fb group - https://www.facebook.com/groups/gazettejob
➤ Messenger - https://m.me/j/AbbwyThHiJnyc3RV/
➤ Telegram - https://t.me/colombojob
➤ Whatsapp - ⁦https://whatsapp.com/channel/0029VakVg7i0LKZ584tFyS0B

#Jobs #bank  #internship

Keywords -
Jobs, Vacancy, Bank of Ceylon (BOC) Jobs,BOC Jobs, Trainee Staff Assistant (TSA), Ministry of Finance, Bank jobs, Banking Assistant, New Jobs, Jobs in Sri Lanka, Banking Associate, Bank Internship vacancies, Online application 2025, Commercial bank, Sampath bank, NDB bank, Dfcc Bank Government job application 2025, Driver Jobs, Hospital jobs, New job vacancies 2025, Management Assistants, රජයේ රැකියා, rajaye rakiya, Rajayejobs, karyala sahayaka, management assistant exam past papers in Sinhala, petroleum vacancies 2025, Management Assistant job vacancies",https://www.youtube.com/watch?v=fIAz3rwdLb4,363,32155,76,2025-05-14T12:29:16Z,"#Jobs, #bank, #internship",2
Ta83I8rl7bs,BOC B App / How To Setup BOC B App In Your Mobile Phone,"how to setup boc mobile banking app and how to use boc b app

#howto 
#setup
#bocbapp",https://www.youtube.com/watch?v=Ta83I8rl7bs,5022,437723,316,2018-06-12T16:05:35Z,"#howto, #setup, #bocbapp",1
XbCQpOsTFD0,Introducing the 100 Day Investment Fixed Deposit from Bank of Ceylon,"Introducing the 100 Day Investment fixed deposit from Bank of Ceylon!
Now experience the trust and security of a state bank while obtaining an interest rate of 17.5% per annum (A.E.R. 18.67%) for your deposit.

Visit your nearest Bank of Ceylon branch or contact us on 1975 or log onto https://bit.ly/3CZiiJK for more information.

#BOC #BankersToTheNation #BOC100DayInvestment",https://www.youtube.com/watch?v=XbCQpOsTFD0,11,2192,0,2022-05-05T09:03:00Z,"#BOC, #BankersToTheNation, #BOC100DayInvestment",1
2Xctw4aHt7o,Bank of Ceylon is Sri Lanka's No. 1 Brand for the ninth consecutive year!,,https://www.youtube.com/watch?v=2Xctw4aHt7o,11,2608,0,2017-05-22T09:42:20Z,,1
M7Uy2dCZQFI,🇱🇰🏦Trainee Staff Assistant Job Vacancies – Bank of Ceylon (BOC) Sri Lanka | 2025 | Sinhala|Apply Now,"🏦 Trainee Staff Assistant Job Vacancies – Bank of Ceylon (BOC) Sri Lanka 🇱🇰 | Apply Now Before 2025.05.24!

📢 Join Sri Lanka’s No.1 Bank! The Bank of Ceylon (BOC) is now recruiting Trainee Staff Assistants. If you are young, energetic, and have passed both G.C.E. O/L and A/L exams in one sitting, this is your chance to begin a prestigious and permanent banking career.

🔑 Job Highlights:
✅ Position: Trainee Staff Assistant
✅ Institution: Bank of Ceylon (BOC)
✅ Age Limit: 24 years or below (as of closing date)
✅ Salary:

1st Year: Rs. 55,000/month

2nd Year: Rs. 70,000/month
✅ Closing Date: May 24, 2025
✅ Job Type: Full-Time (Leading to permanent cadre upon completion)

📚 Eligibility Criteria:
✔️ G.C.E. O/L – 6 subjects with at least 5 credit passes, including Sinhala/Tamil, Mathematics & English, in one sitting
✔️ G.C.E. A/L – 3 subjects (excluding General English, General Knowledge, and IT), in one sitting

💼 Key Attributes Required:
🔹 Strong interpersonal & communication skills
🔹 Perseverance, time management, and commitment
🔹 Ability to work flexible hours, including weekends/holidays

📝 Selection Process:
Competitive Written Exam

Paper I: General Knowledge, IQ, IT

Paper II: English Language

Interview for shortlisted candidates

📩 How to Apply:
🔗 Apply only through the official website: www.boc.lk under the “Careers” tab before 24.05.2025
⚠️ Apply for only one province or your application will be disqualified
📎 Keep your “Application Reference Number” safe after submission
📎Advertisement and Instructions link : https://drive.google.com/file/d/1iNhMjbCVYR6hH1gX7PNbiXJ-wjsxHPL7/view?usp=sharing  

🚀 Start your banking career with Bank of Ceylon – Apply Now!

📢 Join the Conversation:
Connect with us on social media for more tips and updates:

🔔Face book page link :- https://www.facebook.com/profile.php?id=100076366988755
🔔whatsapp channel link :- https://whatsapp.com/channel/0029VaCXqayHAdNSSupVc70M

🌟 Welcome to IQ School - IQ ඉස්කෝලේ | Your Guide to Job Opportunities and Professional Courses!

👉 Are you a job seeker looking for the latest job vacancies and tips on how to apply? Or perhaps you're interested in discovering professional courses to boost your qualifications? You've come to the right place! On this channel, we provide comprehensive information and guidance to help you navigate the job market and enhance your career prospects.

📋 What We Offer:

🔍 Job Vacancies: Stay updated with the latest job openings across various sectors in Sri Lanka and internationally. Learn about the application process, eligibility criteria, and important deadlines.
🎓 Professional Courses: Discover a wide range of professional courses that can help you acquire the necessary skills and qualifications to succeed in your career.
📈 Career Advice: Get expert tips on resume writing, interview preparation, and career development to improve your chances of landing your dream job.
🌐 Job Market Insights: Stay informed about current trends and opportunities in the job market to make well-informed career decisions.

🚀 Stay Connected:
Subscribe to our channel and hit the notification bell to never miss an update. Join our community of job seekers and career enthusiasts to share experiences, ask questions, and support each other.


👍 Don't Forget to Like, Share, and Subscribe for More Valuable Content!",https://www.youtube.com/watch?v=M7Uy2dCZQFI,65,3422,22,2025-05-12T13:30:27Z,,2
nQGMTmYFAyE,BOC New Investment Plan | Bank of Ceylon Monthly Interest Fixed Deposits | BOC Relax,"Step into worry-free living
Perfect Investment plans that provide a comfortable monthly return to ease the cost of living

Attractive rate of interest
Fixed deposit with higher monthly return
3 deposit plans for your investment
Maximum protection for your deposits

Bank of Ceylon - BOC

#fixeddeposit #investment #deposit #investmentplan #deposit #bank #governmentbank #srilanka #interestrates 

මෙම YouTube නාලිකාව හරහා ඔබගේ වෙළඳ දැන්වීම ආදිය පළකරවා ගැනීම සදහා +94 70 413 6152 දුරකථන අංකය ඔස්සේ WhatsApp මාර්ගයෙන් සම්බන්ධ වන්න. 

To post your advertisement etc. through this YouTube channel, contact via WhatsApp on +94 70 413 6152 phone number.

இந்த YouTube சேனல் மூலம் உங்கள் விளம்பரம் போன்றவற்றை இடுகையிட, +94 70 413 6152 தொலைபேசி எண்ணில் WhatsApp மூலம் தொடர்பு கொள்ளவும்.

UD's Business Website https://udsbusiness.blogspot.com/

Thank you for watching..! #udsbusiness",https://www.youtube.com/watch?v=nQGMTmYFAyE,2635,229985,302,2022-10-14T11:33:51Z,"#fixeddeposit, #investment, #deposit, #investmentplan, #deposit, #bank, #governmentbank, #srilanka, #interestrates, #udsbusiness",2
9Zu5AHk6xbc,🇱🇰🏦Defense Assistant Job Vacancies – Bank of Ceylon (BOC) Sri Lanka | 2025 | Sinhala,"🏦 Defense Assistant Job Vacancies – Bank of Ceylon (BOC) Sri Lanka 🇱🇰 | Apply Now!

📢 Exciting Career Opportunity at Bank of Ceylon! The Bank of Ceylon (BOC) is now hiring Defense Assistants. If you are seeking a stable and prestigious banking job, this is your chance to join one of Sri Lanka’s leading banks.

Bank of Ceylon Link: https://www.boc.lk

🔑 Job Details:
✅ Position: Defense Assistant
✅ Bank: Bank of Ceylon (BOC)
✅ Salary: Up to LKR 50,000.00 per month 💰
✅ Age Limit: Below 35 years
✅ Closing Date: May 03, 2025
✅ Employment Type: Permanent / Full-time

📚 Minimum Qualifications:
Educational qualifications as specified in the official job notice

Preference for candidates with relevant skills and experience

💼 Why Join BOC?
✔️ Work in Sri Lanka’s No.1 trusted banking institution
✔️ Attractive salary and benefits package
✔️ Long-term career growth opportunities
✔️ EPF, ETF, and additional banking sector allowances

📩 How to Apply:
Submit your completed application before May 3, 2025

Follow the guidelines provided in the official BOC recruitment notification

🚀 Secure your future with Bank of Ceylon! Apply now and build a successful career in banking!

📢 Join the Conversation:
Connect with us on social media for more tips and updates:

🔔Face book page link :- https://www.facebook.com/profile.php?id=100076366988755
🔔whatsapp channel link :- https://whatsapp.com/channel/0029VaCXqayHAdNSSupVc70M

👍 Don't Forget to Like, Share, and Subscribe for More Valuable Content!

🌟 Welcome to IQ School - IQ ඉස්කෝලේ | Your Guide to Job Opportunities and Professional Courses!

👉 Are you a job seeker looking for the latest job vacancies and tips on how to apply? Or perhaps you're interested in discovering professional courses to boost your qualifications? You've come to the right place! On this channel, we provide comprehensive information and guidance to help you navigate the job market and enhance your career prospects.

📋 What We Offer:

🔍 Job Vacancies: Stay updated with the latest job openings across various sectors in Sri Lanka and internationally. Learn about the application process, eligibility criteria, and important deadlines.
🎓 Professional Courses: Discover a wide range of professional courses that can help you acquire the necessary skills and qualifications to succeed in your career.
📈 Career Advice: Get expert tips on resume writing, interview preparation, and career development to improve your chances of landing your dream job.
🌐 Job Market Insights: Stay informed about current trends and opportunities in the job market to make well-informed career decisions.

🚀 Stay Connected:
Subscribe to our channel and hit the notification bell to never miss an update. Join our community of job seekers and career enthusiasts to share experiences, ask questions, and support each other.",https://www.youtube.com/watch?v=9Zu5AHk6xbc,23,1714,4,2025-04-27T13:30:11Z,,2
_Zj5nAWebE0,Make your dream home a reality with the Bank of Ceylon Housing Loan Scheme.,"Make your dream home a reality with the Bank of Ceylon Housing Loan Scheme.
Benefit from a streamlined approval process within 14 working days and enjoy attractive annual interest rates starting from 10%.

For more details, visit your nearest Bank of Ceylon branch or click the link below:
 https://www.boc.lk/m/boc-housing-loan-scheme

Terms and conditions apply.

#BOC #BankersToTheNation #HousingLoan",https://www.youtube.com/watch?v=_Zj5nAWebE0,1,39,0,2025-05-22T09:17:19Z,"#BOC, #BankersToTheNation, #HousingLoan",1
4itbdZ9IAkE,BOC B-app Instructional video (Tamil),,https://www.youtube.com/watch?v=4itbdZ9IAkE,1301,78125,34,2018-10-16T10:10:16Z,,1
