Comment,Aspect,Date
Sir 404 kyla error ekk enwa ekata video ekk nedda,,2025-05-20T17:00:43Z
තරග විභාගයට kedawana wada kiyala dena ganne kohomada,,2025-05-18T11:49:00Z
Mge birthday ek 2000.11.06 ethkot mt exam ekt apply krnn puluwnd me aurudde 2025.11.06t aurudu 25 k wenw thm 24 nisa pulwnd,,2025-05-18T06:53:14Z
Meka university yana gaman karanna berid aniwaren awurud 2k krnn onada magdi ain wenna berid,,2025-05-18T05:06:07Z
sever error kiyala watenawane,,2025-05-18T04:30:04Z
apply karann form eka pennanne nane,,2025-05-18T04:29:45Z
Sir api mekata apply karala exam fees gewnn oni mona welawatada?apply karala gewanna onida?neththm denum denawada eyala?,,2025-05-18T02:19:28Z
"Sir mn danata Kelaniya University eke bcom degree eka krna gmn inne (1 year)

Mn Trainee staff assistant vacancy ekata apply krla job eka confirm unoth ekata yna ekada hoda nattan degree eka complete krna ekada hoda? 

Job eke experience pennala MBA ekak krnnath puluwn nisa me question eka ahuwe sir

Pls reply sir ",,2025-05-17T16:15:56Z
Sir mn 2 nd shy exam karann inne me aurudde. Eka karana gaman meka dammata aulak wennedda sir. Pls reply sir,,2025-05-16T12:50:22Z
Treaning eka newasikada,,2025-05-16T11:44:02Z
Sir apply karana hemotm exam eka karann puluwnd,,2025-05-16T09:42:27Z
අපිට exam.ලියන්න.පුලුවන් වෙයිද කියල දැනගන්න කොහොමද,,2025-05-16T05:50:12Z
"Sir mt O/l frist shy english S 
second shy eke C thiyenne apply karanna puluwan da..",,2025-05-15T10:21:24Z
Undergraduate kenekta mekata apply karanna puluwanda sir,,2025-05-15T08:11:39Z
"Sir, bank traning gihillanm nh ... eka interview ekedi lakunu adu wenna balapaida",,2025-05-15T08:10:07Z
sir ENGLISH valata vithri S thiyenne eka gataluvak veida,,2025-05-14T14:04:21Z
"Sir mata O/l english s ,maths A A/l pass charated business level complete mata apply karata wadak nathi weida",,2025-05-13T17:46:42Z
Sir apita kalin shy eke result walin apply karanna baida,,2025-05-13T09:09:33Z
Sir mata o/l valata english S but a/l valata C thiyanava apply karanna puluwandha anith hemadheama thiyanawa,,2025-05-12T16:26:13Z
Wayasa30kalanam  hari  meka  asadaranai  lamainta,,2025-05-12T02:37:52Z
Sir Aurudu 2n passe aniwaren stira kranawada? Nattan performance balalada aaka kranne,,2025-05-12T00:18:38Z
awrudu   30karanna,,2025-05-11T13:12:35Z
"contents kyn then,ek subject ekk witrd pennann puluwna",,2025-05-11T13:03:55Z
"ol and al results apply krddi,add subject dunnt kisim wensk penne nadd?anith subjects kohomd?add krnne",,2025-05-11T13:03:20Z
24 A/l campus ynn balaporoththuwen inne. Mekt apply krnn epd.okkom sudusukm thiyenw,,2025-05-11T06:54:20Z
Activation link eka thawamath awe nh.dn winadi 20k withara,,2025-05-11T05:19:00Z
Mt me june wlt age 25i mt mekt apply krnn barid,,2025-05-11T05:17:41Z
Sir Apply karanna video ekak dhanna ko  sir pls,,2025-05-11T04:17:42Z
Apply karana video ekk danna puluwanda ikamamata,,2025-05-11T04:13:29Z
"Iyaaaa
Mata Maths C English S  thiyanawa",,2025-05-11T04:12:39Z
Ane sir ikmant fill kran widiyt vedio ekak gennko ,,2025-05-11T04:11:24Z
Application eka penn nhne site eke,,2025-05-11T02:55:03Z
Mekata appaly krpu kenk innwd.applycation ek penn na ne,,2025-05-11T02:50:42Z
"Sir 1st shy English S, 2nd shy B apply krata wadak nathi weida anith qualifications okkoma thinawa",,2025-05-11T02:32:24Z
Elaga awurudde mama campus yddi meken ain wenna plwan neda sir,,2025-05-11T01:48:32Z
Elaga awurudde mama campus yddi meken ain wenna plwan neda sir,,2025-05-11T01:40:11Z
Thaama apply krnn bh ned,,2025-05-11T01:03:45Z
Sir meke application eka kawada wage daid thwm dala nane.... eka demmahama denuwath kirrimak krrn ok da obathumata ... video ekak harahama,,2025-05-10T20:29:53Z
"මට ඔක්කොම කොලිෆිකෙශන් ටික තිනවා..දැන් english බාවිතයක් නැති නිසා මට බයයි..අනික මෙකෙ english pepper එකකුත් තිනවා නෙ.මට o/l english C
Mths B
Sinhala B
A/l වලටත් ABC thinne commerce walin",,2025-05-10T19:46:48Z
"සර්,

O/l ගනිතය , ඉංග්‍රීසි  පලවෙනිපාර s . දෙවනි පාර කරල B. ඒත් සර් මේ නෝට් එකේ මොකක්ද මේ එක් වරකදී කියල , කියල තියෙන්නෙ. Fb එකේ පෝස්ට් එකක් දාලා ඇහුවම ඒකෙ කියන්නෙ o/l පලවෙනි පාරින්ම ගනන් ඉංග්‍රීසි සිංහල ඇතුලුව අඩුම c6 ක් ඕන කියලනෙ.  කාන්ඩවිශයන් හැර පලවෙනි පාරෙන්ම විශයන් හයකට අඩුම C ඕන කියලනෙ මේ කියන්නෙ. අනේ තේරෙන්නෑ.  ඒ කොටස පැහැදිලි ණෑ",,2025-05-10T19:34:59Z
"Me qualifications okkoma thibath english wlta S ekak thiyene 
Ehma unama apply krta wdak na neda sir",,2025-05-10T19:29:58Z
Sir o/l english B thiyenne 2nd shy .1 shy english s thiyenne ethkota apply karanna puluwan da,,2025-05-10T19:23:38Z
Ane mn issra idanm asai bank ekak weda karanna.. eth kochhra apply karth kawdawth chance ekak hambela nehe.  Puluwannm apita apply karana heti video ekak denwada.. ethakota me exam walat face karanna cls tiyenwda. Ane rply ekak dennko,,2025-05-10T18:37:41Z
"Sir 4th year undergraduate puluwanda? English c, maths s nam chance ekak thiyenawada sir? 2000.05.24n passe ayata puluwanda",,2025-05-10T17:38:51Z
Sir me job ekt ghn CA articles cover krnn berida,,2025-05-10T17:28:58Z
"Sir o/l  english s thiyenne 
Me para aphu liwa . Eth apply krnn results awith nahne. S eka thiyagen apply kroth exam eka lynn wth enne nadd",,2025-05-10T17:07:18Z
Sir koi kale wge  wenwd me exam tiyala interview tiyala bank wlta ganniddi? ilaga awurudde campus yanna inna kenekuta mekt gihilla wadak nadda?,,2025-05-10T17:01:44Z
Mata24i masa3 k wenawa ethakota  barid,,2025-05-10T16:47:08Z
Al walata english f thibboth apply karanna baida,,2025-05-10T16:26:25Z
Sir whatsappa group ekkuth hadanna ko please ,,2025-05-10T16:14:06Z
Sir me sambandawa clz thiyei nm poddak visthr labadenn puluwnd,,2025-05-10T16:04:22Z
"Mata 1st shy
Maths kale CSS thiynwa

Eth komd apply krnne",,2025-05-10T15:37:41Z
Sir mata 2025/02/03 wenakota aurudu 24 labanawa..mata apply karanna barida,,2025-05-10T15:28:21Z
Sir eka district ekakin keedenek withara gannawada,,2025-05-10T15:09:29Z
Sir scond shy english c tiynne eka awlk nadda .mt first shy eke english s tiyenne. Meke ek wrkadi kiyla dala tiyn nisa awlk weida .,,2025-05-10T15:07:09Z
Sir O/l english S anith subject hodayi nm puluwn weida,,2025-05-10T14:49:42Z
Aurudu 24i masayak thiyena ayata apply krnn berida ,,2025-05-10T14:48:38Z
Sir Anith okkoma qualifications tiyenw English S tiyenne apply karanna bariweid,,2025-05-10T14:37:06Z
O/L first shy english s 2nd shy c thiyena ayata apply karana puluwanda,,2025-05-10T14:22:59Z
First shy Maths English S thiyena second shy C barida,,2025-05-10T14:15:41Z
Campus yanakn mekata ynn barid,,2025-05-10T14:12:30Z
"Sir, degree holder+5 yrs corporate experience + CA Business level completed  (without articles)kenekta ,PLC company ekaka senior executive job ekak labunothin (articles cover karana) but previous job eka wage 50% salary adu nm me job eka, best solution eka mokkda?",,2025-05-10T14:03:57Z
kohmd mekata apply krnne,,2025-05-10T13:32:37Z
"Sir meke interview ekedi computer course, English course valata lakunu denavada
Eva nathinm reject veida",,2025-05-10T13:01:58Z
Meka all island da..,,2025-05-10T12:58:55Z
"මේක හැම අවුරුද්දේම එන එකක්ද
නැත්ම් මේ අවුරුදු ගාණකට පස්සෙද අවේ",,2025-05-23T17:39:06Z
මේකත් හරියට මෙයාලගේ B app එක වගේ ..අනේ මන්දා හරියට software එකක් හදපන්කො..,,2025-05-23T03:27:09Z
Qualifications type ekata O/l vithara da danna puluwan,,2025-05-23T03:17:06Z
Mekata salli badinna one nedda.online apply karanna vithara d thiyenne.danna kenek kiyanawa d,,2025-05-22T14:11:09Z
Mata apply karanna bane podi aulak eka kohomada hada ganne,,2025-05-21T14:48:47Z
PGIM එකේ වැඩ සහයක වේකන්සි එකේ එක්සෑම් ඇවිත් . එක්සෑම් පාස් පේපර් එකක් දාන්නකෝ ප්ලීස් ..,,2025-05-20T08:06:13Z
Interview english walinda yannee,,2025-05-20T06:00:22Z
Qualifications fill kraddi year eka dann thanak neh ne,,2025-05-19T06:38:44Z
Mage eke exm year ek display une nhh ne,,2025-05-18T11:59:07Z
Apply karama reference number ekak enawada,,2025-05-17T04:59:49Z
2024 A/L liwwa ayata barida....Ape GIT Results thama awith na ne,,2025-05-16T14:11:45Z
Ane sir man mekata apply kara.passe thami dekke application eke acadamic year eka 2025 kiyala thiyenne.index number ekkwath save welath ne please help me .ekata aya apply karanna beri weida mata log wennath be aya,,2025-05-16T14:11:03Z
Ol english s ekk thibboth apply krla wedak nh neda ,,2025-05-16T11:04:47Z
Sir..al 3rd shy wlin prshnyk na nd..mm bio science kre.1st shy fail(2S).2nd shy CSS.3rd eketh CSS .Z core wdi 3rd eke hind dmme 3rd shy results eka.1st shy ekenm pss wenn oni kiyl ekk na nd.,,2025-05-16T05:05:43Z
Ane Qualification add krnn bane eka subject ekk withri add krnn puluwn ekata mokkd karnne sir.,,2025-05-15T17:57:51Z
Ayye plz reply mm 2000 12 weni mase mta dann brida kiyll puluwand kiyannko ,,2025-05-15T15:44:28Z
මේ කියන්නෙ කා.කා.ස.ද,,2025-05-15T14:07:52Z
Art b3 danna puluwan weida,,2025-05-15T01:48:05Z
Mata exam year eka dhann thanak awe na ne,,2025-05-14T19:39:29Z
AL maths BCS ynn puluwn weyd,,2025-05-14T15:20:49Z
Username eka gnne komd,,2025-05-19T06:45:33Z
ඔය පශ්ණ ටික අමතකයි,,2025-04-12T12:45:27Z
B app1 gmail chang karanne කොහොමද,,2025-04-01T05:00:25Z
Huawei 4n ekata  gann barida app eka,,2025-03-26T09:46:51Z
App eka open wenne natthe ei,,2025-03-08T06:46:33Z
Gmail eke neni username ekak..anika password ekak enneth neni,,2025-01-18T12:31:55Z
music eka nethuwa danna voice madi ehenawa,,2025-01-18T06:16:57Z
Msg ena numbere wenas karanne kohomada??,,2024-12-24T11:33:33Z
Paswerd eka enne nene,,2024-11-08T14:42:18Z
Ponnayo boru danna epa,,2024-10-13T07:06:03Z
Me app aka dev krpu ponn pkyl meka ela krla. Logg venn ba user lock venv...gon ponn app ekk,,2024-09-01T11:40:16Z
Pw eka tiyenavaa .user name eka na nee.apu e-mail eke,,2024-06-20T12:15:19Z
"Mana japan vala inne, mata me app eka hadaganta oni. Komada karaganne",,2024-06-09T17:15:34Z
Mata imel ekata ena eka awe nane,,2024-05-07T10:55:36Z
Mata me  app  eka hadaganna one hama masema wena Kata Hari Salli yawanne,,2024-03-23T05:04:59Z
Ekawunt ekata Salli yawala stain  iwarayak haeasa masikawa  ecawunt 2dalli  Danna mage assan'a  awawada man rata inne,,2024-03-23T05:03:56Z
Mage ecawunt  eka hadaganna  ba eka welawakata Pasward  eka   waradii kiyanawa  Pasward eka bankuwata dela  ekawunt no I'd no dunnoth eyalata  mage ekawunt  hadala  send karanna bariweida,,2024-03-23T05:02:30Z
Mage email eke enne nh ne userneme ek,,2024-03-01T04:03:10Z
App eka locked wela.unlocked karaganne kohomada.,,2024-02-20T02:05:55Z
මගෙ ජීවිතේට පාවිච්චි කරපු ජරාම app එක මේක 🤮,,2024-02-12T17:00:55Z
මටත් මේක හදාගන්න අමාරුයි,,2023-11-29T09:21:01Z
Online statement ekak ganne kohomada,,2023-11-24T01:33:20Z
Yako log wanna Kali app eka hadanna kiyala deepan,,2023-10-18T16:52:40Z
Erro ekak enne ai,,2023-09-26T11:11:59Z
me rejisterr wenna bank ekata yannama onida,,2023-09-06T07:40:11Z
Hama welwema hira wenw wadk karanakota,,2023-08-01T12:06:39Z
B app aka use kranawara apen gastuwak aya karanawada,,2023-06-28T13:52:45Z
Boc ake b app aka use karanwata apen mudal kapa gannawada,,2023-06-28T13:47:07Z
Password amthak u wita mokd krnne,,2023-05-26T04:58:48Z
Onima vidiyo ekak pehedili ne,,2023-05-01T21:03:20Z
Palaveniyata Dana paskod eka mokakda,,2023-05-01T21:02:33Z
B app eken heta ynna dapu reload ekak mata aye cancel krnna brida?,,2023-04-24T05:02:21Z
ohoma ekak awe nane,,2023-02-02T14:41:59Z
Ane mata bene hada ganna nem password ekai anith ekai hada ganna therenne,,2023-01-20T13:12:51Z
Phone ekata massege ekak enna apita gedaradima hadaganna barida,,2023-01-04T04:36:07Z
Man  inne  කුවේට්   mata  me  app ekata  log  wenna  ba,,2022-11-17T05:29:46Z
Aiye uththara 5 dunnata cilek wenne nahane,,2022-09-01T09:07:57Z
Emai eka awe neththan mokada karanna one,,2022-08-05T07:21:57Z
Usename eka dn laga nathnm mokakda kranne,,2022-07-24T13:01:10Z
Mata app ekatayannamaba updat kiyala enava 🥺 app eka gaththeth iye register unethna,,2022-06-30T05:39:33Z
Error  ekak wetenavane,,2022-04-12T08:44:36Z
Nick name ek kiyanne mokakda,,2022-04-07T06:44:26Z
කොහොමද email ekta genna ganne user name pasward eka,,2022-03-22T07:44:04Z
User name Maru karaganna bane,,2022-02-16T08:13:12Z
Ane mage eke passod eka dammata hariyanne nane,,2022-02-10T00:59:50Z
Password eka msg ekk awamada app eka wada krnne,,2021-12-06T07:30:44Z
User name ekai password ekai gahapuwama locked kiyala watenawa,,2021-11-17T11:05:45Z
හුත්තෙ වීඩියෝ එකක්...උබට හෙන ගහපන් හුතිගෙ න්ලේ,,2021-11-14T08:50:34Z
Username mage email ekata awe nane,,2021-10-30T04:33:16Z
Mona email ekatada msg eka enna oni kiyala api select karanne kohomada,,2021-10-14T18:49:42Z
number ekata enne nedda,,2021-10-02T18:25:22Z
Aluth account ekak open karana vidiya gana video ekak danna puluwan da,,2021-09-22T16:50:10Z
පාස්වඩ් එකක් නමක් එන්නෑනෙ අනෙ,,2021-09-22T07:41:32Z
Passe password eka hadaddi kohomada hadanne. Capital simpal akuru ekka kohomada,,2021-09-15T07:58:57Z
User name eka ganne කොහොමද,,2021-09-12T04:02:37Z
Security questions vala answer mathaka ne.. ethakota mata me app eka use krnn berida???,,2021-08-24T18:01:39Z
User name password email ekakta enne nane,,2021-08-20T18:04:01Z
Mata user name aka i password akai ganne kohomada kiyannko,,2021-06-21T15:57:04Z
B app ka පාවිච්චි nokara sitiyama cansal wenawada. Nawata log wenna batida,,2021-05-31T15:27:24Z
Harinang boc WhatsApp numberayak thiyenna oane Mokeda rata inna apita udaw ganne keseda,,2021-05-28T12:28:55Z
