Comment,Aspect,Date
Mage username and password mathaka na mk karanne,,2025-03-27T13:20:24Z
Mobile app eken puluwanda meka karanna,,2025-03-14T07:04:23Z
ටර්න්ෆර් පේමන්ට් කියලා එකක් පෙන්නනේ නෑනේ,,2024-05-29T16:07:04Z
කස්ටම් එකට කතා කරන්න කියන්නේ .මගෙ baranh eke d,,2024-05-20T04:12:08Z
Translation pananay na,,2023-02-23T06:47:50Z
Meka hamanenne gihin bank ekenma ahapallaako,,2025-03-09T07:36:37Z
Danna poliya,,2025-03-08T11:09:41Z
100000 poliya kiyada maseda,,2025-03-03T08:31:57Z
Laksa 5ta.masyata poleya keyada,,2025-03-01T12:14:17Z
100000  poliya maseta kiyada,,2025-03-01T11:55:30Z
1000000  f.d  maa sekata ke yak. Ganna. Pulu wan da. ?,,2025-03-01T09:31:59Z
100000k demmoth maseta kiyak wage lebenawada,,2025-03-01T06:38:24Z
කෝ මේ දාලා තියෙන ඒවට රිප්ලයි,,2025-03-01T06:21:02Z
"40,00000/= keeyak lebenawada",,2025-03-01T04:35:27Z
calculator karala danna malli,,2025-03-01T01:21:48Z
Sampath maney market laksha 5 ta maseta poliya kiyada,,2025-02-28T13:50:14Z
Ane  mama deamaauruadaka  koamsal  aeke  mata. Leamuane. Nh poalisiaya ,,2025-02-28T07:56:48Z
500000  masika poliya kiyada,,2025-02-27T15:31:35Z
Lk 10 k දැම්මොත් poliya masika kiyada.,,2025-02-27T14:47:35Z
Commercial eke 100000 dammoth maseta kiyak hambawenawad poliy,,2025-02-27T14:37:04Z
5 million,,2025-02-27T12:41:45Z
15.00000 kiya da,,2025-02-26T22:30:04Z
5000000,,2025-02-26T15:47:53Z
"500,000 kiyada",,2025-02-26T15:29:52Z
Poliya hodatama adui naeda mokada salli gedara thiyan innawa hodai.,,2024-11-28T11:45:50Z
පට්ට්ම  හොරු,,2024-11-25T05:12:03Z
laksha 20 dala dina 100 kalpirimedi kiyak lebenawada,,2024-10-01T17:24:30Z
Sampath mony market account ekatath 7% denawa salli gannath puluwan dannath puluwan ,,2024-07-23T18:36:18Z
අනේ සිරිසේන,,2024-07-16T11:32:00Z
Hemadama oya Pacha kata keyana EPA halo avurudak antemata poliya gannakam ape  etek kanne ohelage etad..da,,2024-07-16T08:52:27Z
"අටපට්ටම ට කියන්න,",,2024-07-16T04:03:59Z
මේ බොරු වලට අහුවෙන්න් එපා,,2024-07-15T10:13:28Z
Ane hena hora wada tiyenne,,2024-07-14T15:11:44Z
Gonna,,2024-07-13T14:52:57Z
"We report,  You decide",,2024-07-13T08:41:54Z
Gahaganin thoge kapuke. Para balla,,2024-07-13T04:09:13Z
ඔය මොන පොලියක්ද?,,2024-07-12T03:16:40Z
"Oka ithin wenas deyak neweine masa 3ta denneth 7%i.... Dina 100ta muladi geuwa 14%k....eyalata mudall lebenawa wedi kiyala eka 11ta adu kara, den 7i",,2024-07-11T12:57:01Z
Redda game poliyata denawa,,2024-07-11T09:39:54Z
ප්ප්ප්ප්ප්ප්ප්ප්,,2024-07-10T22:11:33Z
Laksasa 5 ta dena 200 ta poliya kiyada,,2024-07-10T08:30:16Z
6.75%,,2024-08-03T18:14:04Z
කොයි තරම් කලයක් තියන්න ඔනේද,,2024-06-19T08:55:06Z
Ethakota apita apahu dapu salli okkoma withdraw karaganna puluvan kamak thiyenavada,,2024-02-07T12:44:16Z
Promo`SM ,,2023-10-10T02:49:05Z
Sampath  එකේ නැද්ද ඕක,,2023-09-04T07:59:18Z
YOU CUT DOWN THE CREATORS TREES TO MAKE YOUR FAKE MONEY THEN HAVE THE AUDACITY TO THINK THAT YOU RULE THE WORLD  DELUSIONAL IS WHAT YOU ARE ..ASE HEKA AMEN RA AHO MOORE NATION GRAND RISING KARMA REST IN PEACE 🪦,,2025-01-25T18:02:28Z
Magath ehemai,,2023-10-24T04:28:09Z
Excellent,,2023-01-16T15:35:49Z
GL SL  ,,2023-01-16T14:56:11Z
Ou mageth ehemai,,2023-01-16T10:44:32Z
Niyamai aiya,,2023-01-16T10:28:25Z
1st comment,,2023-01-16T10:27:55Z
thanks aiye math hada gathta,,2024-12-15T04:45:20Z
Malli man kuwet inne mata coddeka awe nane mehe nisa wenna ati neda,,2024-11-21T11:16:58Z
Phone number eka dn nettan mokuth Karanna barida,,2024-10-31T10:44:05Z
Tanx bro,,2024-09-27T05:06:15Z
Mage account eken rupiyal 5 gaane kepenawa,,2024-09-19T11:46:16Z
Meka hadagatthama 5 gaane kepenawani,,2024-09-19T11:45:33Z
Bro mata kiyanna puluwanda rata inna kenek kohomada online transer eka hada ganne kiyala,,2024-05-25T08:36:13Z
Mage athin e sim eka nathi una ehama unoth hadaganna barida,,2023-09-30T08:49:58Z
Tanx අයියෙ දන්නැති දෙයක් කියලා දෙනවට ඵල ,,2023-07-28T18:32:28Z
Anee e dila tiyena namber Eka Laga nanee,,2023-07-02T03:26:59Z
4n namber aka aulth akk tiyadi mokada karna,,2023-05-01T14:17:58Z
Account eka hadaddi thibun number eka  nathinam,,2023-04-03T15:44:32Z
mama haduwe dotcom card ekak ethakota mama id ekata mokadda gahanne,,2023-02-03T12:27:18Z
Phone number aka wenas karaganne kohomada,,2023-02-03T08:11:46Z
වෙන කෙනෙක් salli dammahama අපිට messege ekak ena widiyat hadaganne kohomad,,2022-08-11T08:28:12Z
Mata app eka hadaganna baruwa hitiye.kiyala dunnata bohoma isthuthii.godak pin,,2022-06-27T05:37:42Z
Thnks aiye godak watina video ekak,,2022-04-05T03:25:13Z
Mata denaganna one me app eken mage phone eken Ara wena phone ekakin log wela ganudenu karanna puluwan da,,2022-04-03T12:43:13Z
Mage parana ekaut akakuth thiyanwa,,2022-03-26T23:43:08Z
Something went wrong kiyala enawane,,2022-03-03T15:51:18Z
Mekata salli kapenawada,,2022-02-11T03:33:56Z
Meken apita salli tanser karanna barida,,2021-12-29T08:31:51Z
Machn uba ගනුදෙනු kiyana wachane theruma danawada,,2021-12-22T12:43:21Z
Italia inna kenek kohomada hadanne,,2021-12-08T17:31:12Z
Mage app eka notification pennana na ne,,2021-11-18T04:21:35Z
Mekata maasikava gaadthuwak aya karanawadha??,,2021-11-16T09:41:08Z
nice,,2021-11-15T17:32:46Z
App eka da gaththama kiyak kapenwada,,2021-10-25T12:36:52Z
Meken musal transfer krnne komda,,2021-09-26T09:28:11Z
