Comment,Aspect,Date
"O/L    maths-A   ,english-C apply krnn puluwanda",,2025-05-19T06:22:06Z
Meka boc trainee wge ekkd ?,,2025-05-17T16:53:49Z
Exame ekak nadda..BoCwala wage,,2025-05-16T06:08:29Z
Aiyee mge ek hadann banee,,2025-05-06T07:40:50Z
ටර්න්ෆර් පේමන්ට් කියලා එකක් පෙන්නනේ නෑනේ,,2024-05-29T16:07:04Z
කස්ටම් එකට කතා කරන්න කියන්නේ .මගෙ baranh eke d,,2024-05-20T04:12:08Z
ස්තුතියි,,2025-05-16T18:00:13Z
Meka hamanenne gihin bank ekenma ahapallaako,,2025-03-09T07:36:37Z
කෝ මේ දාලා තියෙන ඒවට රිප්ලයි,,2025-03-01T06:21:02Z
පට්ට්ම  හොරු,,2024-11-25T05:12:03Z
අනේ සිරිසේන,,2024-07-16T11:32:00Z
"අටපට්ටම ට කියන්න,",,2024-07-16T04:03:59Z
මේ බොරු වලට අහුවෙන්න් එපා,,2024-07-15T10:13:28Z
ඔය මොන පොලියක්ද?,,2024-07-12T03:16:40Z
ප්ප්ප්ප්ප්ප්ප්ප්,,2024-07-10T22:11:33Z
Meka hadagatthama 5 gaane kepenawani,,2024-09-19T11:45:33Z
Tanx අයියෙ දන්නැති දෙයක් කියලා දෙනවට ඵල ,,2023-07-28T18:32:28Z
Account eka hadaddi thibun number eka  nathinam,,2023-04-03T15:44:32Z
Thnks aiye godak watina video ekak,,2022-04-05T03:25:13Z
Mage parana ekaut akakuth thiyanwa,,2022-03-26T23:43:08Z
Mekata salli kapenawada,,2022-02-11T03:33:56Z
Mekata maasikava gaadthuwak aya karanawadha??,,2021-11-16T09:41:08Z
App eka da gaththama kiyak kapenwada,,2021-10-25T12:36:52Z
Meken musal transfer krnne komda,,2021-09-26T09:28:11Z
Cod ekak denne na ne,,2021-09-17T17:26:59Z
Thank you aiya,,2021-09-08T18:37:58Z
thanks aiya.,,2021-07-21T16:55:15Z
4n num eka unvalied kihka wetenwane,,2021-07-16T13:38:50Z
4n namber  eka amathakainam barida,,2021-06-10T07:25:50Z
Meka hadnkota account aken kiyak kapenvd,,2021-05-29T04:56:35Z
Meken mudal ganudenu krnna puluwnda?,,2021-03-08T17:00:15Z
කොයි තරම් කලයක් තියන්න ඔනේද,,2024-06-19T08:55:06Z
Sampath  එකේ නැද්ද ඕක,,2023-09-04T07:59:18Z
Niyamai aiya,,2023-01-16T10:28:25Z
""" හිතල තිබ්බෙ නෑ මල්ලී, ඌ මැරුනද? "" පොලීසියට පුලුවන්ද මේ විදිහට පාරෙ අය අහිංසකයොන්ට වෙඩිතියන්න - https://youtu.be/KFnO5DfBv_E",,2024-01-19T02:37:15Z
සිරා කතාව මුන් මේ විදියට තමයි කරන්නේ,,2025-04-16T12:21:25Z
A salli lebunada aiye,,2025-04-16T10:34:39Z
අම්මෝ හොඳ වෙලාවට මේක දැක්කේ,,2025-04-16T06:19:34Z
2023 වුනත් නොදන්න අය මේක බලලා Update වෙලා ඉන්න එක හොඳයි..,,2025-04-15T03:20:09Z
සුපිරි bro,,2025-04-14T21:23:20Z
ඇත්ත මට දෙපාරක්ම උනා,,2025-04-14T14:05:13Z
මෙහෙම දැනුවත් කිිරිම නම් ඉතාම වටිනවා.මම හිතුවේ මට විතරයි කියලා .දැං බලපුවාම ගොඩක් මේ වගේ වෙලා තියෙන්නේ මුං හොර ගේමක් ගහනවා වගේ.,,2025-04-13T01:34:30Z
Kiwwa eka hoday hora guhawak ehenam,,2025-04-11T18:44:49Z
මොන සිටිඑකෙද කියන්න පුලුවන්ද මහත්මය.,,2025-04-11T05:25:07Z
Homagama branch eka,,2025-04-08T03:11:04Z
Aya apata salli Damme na aiye,,2025-04-08T03:10:38Z
matath meka una ......,,2025-04-07T05:51:24Z
Kathawa aththa mageth salli kapila thibuna,,2025-04-03T17:27:59Z
ස්තුති මල්ලී,,2025-04-03T02:31:05Z
මේ  වට  යන්න  ඒපා,,2025-04-02T08:37:35Z
මටත්   ඒ දේ  උනා  මුන්  ඕන  කමින්  කපනවා  ඕක්‌ කෝ ම  එකතු  වෙලා  මේකෙන්  අයි න්  වෙන්න  ඕන ,,2025-03-31T00:51:03Z
මේ කතාව සීයට සීයක්ම ඇත්ත මොකද මටත් මෙහෙම වුණා,,2025-03-30T18:48:06Z
Mage account ekat me satiyema close karanawa,,2025-03-30T12:12:20Z
මටත් එහෙම දෙයක් වුනා,,2025-03-30T06:26:59Z
ඇත්ත මටත් පොතක් තිබිලා මම කැන්සල් කරා,,2025-03-29T19:59:21Z
අම්මෝ ,,2025-03-29T15:19:01Z
Mama FD ekak Dala hoda mattuwak una,,2025-03-29T13:50:39Z
Mama FD ekak Dala hoda mattuwak una,,2025-03-29T13:48:22Z
දන්න එකෙක් යන්න එපා,,2025-03-28T05:39:13Z
මගෙත් එහෙම උනා.මුන් පට්ටම හොරු,,2025-03-28T05:38:14Z
Ape kenekutathe meka una,,2025-03-28T04:18:33Z
මටත් මේ විදිහම වුනා,,2025-03-27T18:17:41Z
Puduma horuRata tama kiyapu eka hoday,,2025-03-27T17:04:32Z
Meka danuwath karata thanks,,2025-03-27T17:01:14Z
"එක තමයි ඔවා නියාමනය කරන්න ඔන ,,,,",,2025-03-27T11:05:49Z
බොහොම ස්තුතියි. ඔබට.,,2025-03-26T06:32:36Z
Meka register unm sallj kpnwd,,2024-10-12T11:13:57Z
Whatsapp ekata save karanne namber ekak nane,,2024-10-01T03:16:55Z
Godak watina video ekak.thank you akki.,,2024-06-01T14:38:20Z
ස්තුතියි ,,2024-03-04T21:58:18Z
Tnx hoda vidiyo ekak akke,,2023-11-27T01:27:23Z
සුපිරි video ekak අක්කා ....,,2023-08-10T14:46:17Z
